transaction_date,ticker,executive,executive_title,security_type,acquisition_or_disposal,shares,share_price
2024-02-21,IBM,"COHN, GARY D",Vice Chairman,Common Stock,D,1444.0,180.87
2024-02-21,IBM,"THOMAS, ROBERT DAVID",Senior Vice President,Rst. Stock Unit,D,2628.0,0.0
2024-02-21,IBM,"THOMAS, ROBERT DAVID",Senior Vice President,Emp. Stock Option (right to buy),A,53328.0,0.0
2024-02-21,IBM,"THOMAS, ROBERT DAVID",Senior Vice President,Rst. Stock Unit,A,10666.0,0.0
2024-02-21,IBM,"THOMAS, ROBERT DAVID",Senior Vice President,Common Stock,D,1572.0,180.87
2024-02-21,IBM,"THOMAS, ROBERT DAVID",Senior Vice President,Common Stock,A,3115.0,0.0
2024-02-21,IBM,"THOMAS, ROBERT DAVID",Senior Vice President,Common Stock,D,1326.0,180.87
2024-02-21,IBM,"THOMAS, ROBERT DAVID",Senior Vice President,Common Stock,A,2628.0,0.0
2024-02-21,IBM,"COHN, GARY D",Vice Chairman,Rst. Stock Unit,A,8982.0,0.0
2024-02-21,IBM,"FEHRING, NICOLAS A.","VP, Controller",Common Stock,A,394.0,0.0
2024-02-21,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Rst. Stock Unit,D,3574.0,0.0
2024-02-21,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Rst. Stock Unit,D,3380.0,0.0
2024-02-21,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Emp. Stock Option (right to buy),A,57538.0,0.0
2024-02-11,IBM,"THOMAS, ROBERT DAVID",Senior Vice President,Common Stock,A,22068.0,0.0
2024-02-11,IBM,"THOMAS, ROBERT DAVID",Senior Vice President,Common Stock,D,10346.0,185.515
2024-02-11,IBM,"THOMAS, ROBERT DAVID",Senior Vice President,Rst. Stock Unit,D,22068.0,0.0
2024-02-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Phantom Stock Unit,A,42.0,0.0
2024-02-08,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Phantom Stock Unit,A,168.0,0.0
2024-02-08,IBM,"THOMAS, ROBERT DAVID",Senior Vice President,Phantom Stock Unit,A,1.0,0.0
2024-02-08,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,89.0,0.0
2024-02-01,IBM,"THOMAS, ROBERT DAVID",Senior Vice President,Common Stock,A,21477.0,0.0
2024-02-01,IBM,"THOMAS, ROBERT DAVID",Senior Vice President,Common Stock,D,10047.0,185.175
2024-02-01,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,D,9800.0,184.8494
2024-02-01,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,D,8692.0,185.175
2024-02-01,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,A,18548.0,0.0
2024-02-01,IBM,"COHN, GARY D",Vice Chairman,Common Stock,D,8680.0,185.175
2024-02-01,IBM,"COHN, GARY D",Vice Chairman,Common Stock,A,15952.0,0.0
2024-02-01,IBM,"FEHRING, NICOLAS A.","VP, Controller",Common Stock,D,651.0,185.175
2024-02-01,IBM,"FEHRING, NICOLAS A.","VP, Controller",Common Stock,A,1729.0,0.0
2024-02-01,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,D,15361.0,185.175
2024-02-01,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,A,32215.0,0.0
2024-02-01,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,D,45443.0,185.175
2024-02-01,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,D,25933.0,185.175
2024-02-01,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,A,91286.0,0.0
2024-02-01,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,A,53691.0,0.0
2024-02-01,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Common Stock,D,3614.0,185.175
2024-02-01,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Common Stock,A,8592.0,0.0
2024-01-04,IBM,"COHN, GARY D",Vice Chairman,Common Stock,A,5112.0,0.0
2024-01-04,IBM,"COHN, GARY D",Vice Chairman,Common Stock,D,2115.0,161.01
2024-01-04,IBM,"COHN, GARY D",Vice Chairman,Rst. Stock Unit,D,5112.0,0.0
2023-12-29,IBM,"MIEBACH, MICHAEL",Director,Promised Fee Share,A,363.0,163.55
2023-12-29,IBM,"POLLACK, MARTHA E",Director,Promised Fee Share,A,536.0,163.55
2023-12-29,IBM,"ZOLLAR, ALFRED W",Director,Promised Fee Share,A,536.0,163.55
2023-12-29,IBM,"GORSKY, ALEX",Director,Promised Fee Share,A,612.0,163.55
2023-12-29,IBM,"LIVERIS, ANDREW N",Director,Promised Fee Share,A,566.0,163.55
2023-12-29,IBM,"MCNABB, FREDERICK WILLIAM III",Director,Promised Fee Share,A,536.0,163.55
2023-12-29,IBM,"WADDELL, FREDERICK H",Director,Promised Fee Share,A,566.0,163.55
2023-12-29,IBM,"FARR, DAVID N",Director,Promised Fee Share,A,338.0,163.55
2023-12-29,IBM,"BUBERL, THOMAS",Director,Promised Fee Share,A,536.0,163.55
2023-12-29,IBM,"BROWN, MARIANNE CATHERINE",Director,Promised Fee Share,A,119.0,163.55
2023-12-29,IBM,"VOSER, PETER R.",Director,Promised Fee Share,A,581.0,163.55
2023-12-29,IBM,"SWEDISH, JOSEPH",Director,Promised Fee Share,A,536.0,163.55
2023-12-29,IBM,"HOWARD, MICHELLE J",Director,Promised Fee Share,A,482.0,163.55
2023-12-28,IBM,"COHN, GARY D",Vice Chairman,Common Stock,A,23151.0,0.0
2023-12-28,IBM,"COHN, GARY D",Vice Chairman,Rst. Stock Unit,D,23151.0,0.0
2023-12-28,IBM,"COHN, GARY D",Vice Chairman,Common Stock,D,12804.0,163.69
2023-12-11,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,D,100000.0,0.0
2023-12-11,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,D,16538.0,162.805
2023-12-11,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Rst. Stock Unit,D,33328.0,0.0
2023-12-11,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,A,33328.0,0.0
2023-11-09,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Phantom Stock Unit,A,208.0,0.0
2023-11-09,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,111.0,0.0
2023-11-09,IBM,"BROWDY, MICHELLE H",Senior Vice President,Phantom Stock Unit,A,53.0,0.0
2023-09-29,IBM,"LIVERIS, ANDREW N",Director,Promised Fee Share,A,660.0,140.3
2023-09-29,IBM,"FARR, DAVID N",Director,Promised Fee Share,A,393.0,140.3
2023-09-29,IBM,"GORSKY, ALEX",Director,Promised Fee Share,A,713.0,140.3
2023-09-29,IBM,"SWEDISH, JOSEPH",Director,Promised Fee Share,A,624.0,140.3
2023-09-29,IBM,"ZOLLAR, ALFRED W",Director,Promised Fee Share,A,624.0,140.3
2023-09-29,IBM,"HOWARD, MICHELLE J",Director,Promised Fee Share,A,562.0,140.3
2023-09-29,IBM,"WADDELL, FREDERICK H",Director,Promised Fee Share,A,660.0,140.3
2023-09-29,IBM,"POLLACK, MARTHA E",Director,Promised Fee Share,A,624.0,140.3
2023-09-29,IBM,"MCNABB, FREDERICK WILLIAM III",Director,Promised Fee Share,A,624.0,140.3
2023-09-29,IBM,"BUBERL, THOMAS",Director,Promised Fee Share,A,624.0,140.3
2023-09-29,IBM,"VOSER, PETER R.",Director,Promised Fee Share,A,678.0,140.3
2023-08-18,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Common Stock,D,2129.0,140.835
2023-08-18,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Rst. Stock Unit,D,4168.0,0.0
2023-08-18,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Common Stock,A,4168.0,0.0
2023-08-09,IBM,"BROWDY, MICHELLE H",Senior Vice President,Phantom Stock Unit,A,54.0,0.0
2023-08-09,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,113.0,0.0
2023-08-09,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Phantom Stock Unit,A,212.0,0.0
2023-06-30,IBM,"FARR, DAVID N",Director,Promised Fee Share,A,412.0,133.81
2023-06-30,IBM,"HOWARD, MICHELLE J",Director,Promised Fee Share,A,589.0,133.81
2023-06-30,IBM,"WADDELL, FREDERICK H",Director,Promised Fee Share,A,692.0,133.81
2023-06-30,IBM,"BUBERL, THOMAS",Director,Promised Fee Share,A,654.0,133.81
2023-06-30,IBM,"MCNABB, FREDERICK WILLIAM III",Director,Promised Fee Share,A,654.0,133.81
2023-06-30,IBM,"GORSKY, ALEX",Director,Promised Fee Share,A,748.0,133.81
2023-06-30,IBM,"ZOLLAR, ALFRED W",Director,Promised Fee Share,A,654.0,133.81
2023-06-30,IBM,"VOSER, PETER R.",Director,Promised Fee Share,A,710.0,133.81
2023-06-30,IBM,"LIVERIS, ANDREW N",Director,Promised Fee Share,A,692.0,133.81
2023-06-30,IBM,"SWEDISH, JOSEPH",Director,Promised Fee Share,A,654.0,133.81
2023-06-30,IBM,"POLLACK, MARTHA E",Director,Promised Fee Share,A,654.0,133.81
2023-06-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,D,1519.0,134.985
2023-06-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Rst. Stock Unit,D,3229.0,0.0
2023-06-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Rst. Stock Unit,D,2973.0,0.0
2023-06-08,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,A,4403.0,0.0
2023-06-08,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Rst. Stock Unit,D,4403.0,0.0
2023-06-08,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Rst. Stock Unit,D,10091.0,0.0
2023-06-08,IBM,"FEHRING, NICOLAS A.","VP, Controller",Rst. Stock Unit,D,514.0,0.0
2023-06-08,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Common Stock,A,524.0,0.0
2023-06-08,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Common Stock,D,268.0,134.985
2023-06-08,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Common Stock,A,1376.0,0.0
2023-06-08,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Common Stock,D,703.0,134.985
2023-06-08,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Rst. Stock Unit,D,524.0,0.0
2023-06-08,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Rst. Stock Unit,D,1376.0,0.0
2023-06-08,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,A,5688.0,0.0
2023-06-08,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,D,2851.0,134.985
2023-06-08,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,A,8604.0,0.0
2023-06-08,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,D,5010.0,134.985
2023-06-08,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,A,10091.0,0.0
2023-06-08,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,D,4283.0,134.985
2023-06-08,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Rst. Stock Unit,D,8604.0,0.0
2023-06-08,IBM,"FEHRING, NICOLAS A.","VP, Controller",Common Stock,A,524.0,0.0
2023-06-08,IBM,"FEHRING, NICOLAS A.","VP, Controller",Common Stock,D,188.0,134.985
2023-06-08,IBM,"FEHRING, NICOLAS A.","VP, Controller",Common Stock,A,514.0,0.0
2023-06-08,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,A,5163.0,0.0
2023-06-08,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,D,2588.0,134.985
2023-06-08,IBM,"FEHRING, NICOLAS A.","VP, Controller",Common Stock,D,184.0,134.985
2023-06-08,IBM,"FEHRING, NICOLAS A.","VP, Controller",Rst. Stock Unit,D,524.0,0.0
2023-06-08,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Rst. Stock Unit,D,5688.0,0.0
2023-06-08,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Rst. Stock Unit,D,5163.0,0.0
2023-06-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,A,3229.0,0.0
2023-06-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,D,1650.0,134.985
2023-06-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,A,2973.0,0.0
2023-06-08,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,D,2179.0,134.985
2023-06-08,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,A,4068.0,0.0
2023-06-08,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,D,2029.0,134.985
2023-06-08,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Rst. Stock Unit,D,4068.0,0.0
2023-06-07,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,A,2884.0,0.0
2023-06-07,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Rst. Stock Unit,D,3889.0,0.0
2023-06-07,IBM,"FEHRING, NICOLAS A.","VP, Controller",Rst. Stock Unit,D,386.0,0.0
2023-06-07,IBM,"FEHRING, NICOLAS A.","VP, Controller",Common Stock,D,138.0,133.32
2023-06-07,IBM,"FEHRING, NICOLAS A.","VP, Controller",Common Stock,A,386.0,0.0
2023-06-07,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Rst. Stock Unit,D,4022.0,0.0
2023-06-07,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,A,4022.0,0.0
2023-06-07,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,D,1995.0,133.32
2023-06-07,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,D,1950.0,133.32
2023-06-07,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,A,3889.0,0.0
2023-06-07,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Rst. Stock Unit,D,480.0,0.0
2023-06-07,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Common Stock,A,480.0,0.0
2023-06-07,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Common Stock,D,246.0,133.32
2023-06-07,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Rst. Stock Unit,D,3889.0,0.0
2023-06-07,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,D,1918.0,133.32
2023-06-07,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,A,3889.0,0.0
2023-06-07,IBM,"BROWDY, MICHELLE H",Senior Vice President,Rst. Stock Unit,D,2884.0,0.0
2023-06-07,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,D,1473.0,133.32
2023-06-03,IBM,"FEHRING, NICOLAS A.","VP, Controller",Common Stock,D,1014.0,131.63
2023-06-03,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Common Stock,A,1899.0,0.0
2023-06-03,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Common Stock,D,971.0,131.63
2023-06-03,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Rst. Stock Unit,D,1899.0,0.0
2023-06-03,IBM,"FEHRING, NICOLAS A.","VP, Controller",Common Stock,A,2848.0,0.0
2023-06-03,IBM,"FEHRING, NICOLAS A.","VP, Controller",Rst. Stock Unit,D,2848.0,0.0
2023-05-09,IBM,"BROWDY, MICHELLE H",Senior Vice President,Phantom Stock Unit,A,62.0,0.0
2023-05-09,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Phantom Stock Unit,A,354.0,0.0
2023-05-09,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Phantom Stock Unit,A,246.0,0.0
2023-05-09,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,131.0,0.0
2023-03-31,IBM,"ZOLLAR, ALFRED W",Director,Promised Fee Share,A,668.0,131.09
2023-03-31,IBM,"WADDELL, FREDERICK H",Director,Promised Fee Share,A,706.0,131.09
2023-03-31,IBM,"SWEDISH, JOSEPH",Director,Promised Fee Share,A,668.0,131.09
2023-03-31,IBM,"MCNABB, FREDERICK WILLIAM III",Director,Promised Fee Share,A,668.0,131.09
2023-03-31,IBM,"POLLACK, MARTHA E",Director,Promised Fee Share,A,668.0,131.09
2023-03-31,IBM,"LIVERIS, ANDREW N",Director,Promised Fee Share,A,706.0,131.09
2023-03-31,IBM,"GORSKY, ALEX",Director,Promised Fee Share,A,763.0,131.09
2023-03-31,IBM,"HOWARD, MICHELLE J",Director,Promised Fee Share,A,601.0,131.09
2023-03-31,IBM,"BUBERL, THOMAS",Director,Promised Fee Share,A,668.0,131.09
2023-03-31,IBM,"FARR, DAVID N",Director,Promised Fee Share,A,421.0,131.09
2023-03-31,IBM,"VOSER, PETER R.",Director,Promised Fee Share,A,725.0,131.09
2023-02-21,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Rst. Stock Unit,D,2441.0,0.0
2023-02-21,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,D,1694.0,133.005
2023-02-21,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,A,3380.0,0.0
2023-02-21,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Rst. Stock Unit,D,1051.0,0.0
2023-02-21,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Emp. Stock Option (right to buy),A,41701.0,0.0
2023-02-21,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Rst. Stock Unit,A,6952.0,0.0
2023-02-21,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Common Stock,D,379.0,133.005
2023-02-21,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Common Stock,A,1051.0,0.0
2023-02-21,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Rst. Stock Unit,D,5163.0,0.0
2023-02-21,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Emp. Stock Option (right to buy),A,146923.0,0.0
2023-02-21,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Rst. Stock Unit,A,24492.0,0.0
2023-02-21,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,D,2577.0,133.005
2023-02-21,IBM,"FEHRING, NICOLAS A.","VP, Controller",Emp. Stock Option (right to buy),A,8643.0,0.0
2023-02-21,IBM,"FEHRING, NICOLAS A.","VP, Controller",Rst. Stock Unit,D,394.0,0.0
2023-02-21,IBM,"COHN, GARY D",Vice Chairman,Common Stock,A,2722.0,0.0
2023-02-21,IBM,"COHN, GARY D",Vice Chairman,Common Stock,D,1506.0,133.005
2023-02-21,IBM,"COHN, GARY D",Vice Chairman,Rst. Stock Unit,A,10446.0,0.0
2023-02-21,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Rst. Stock Unit,A,14299.0,0.0
2023-02-21,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Emp. Stock Option (right to buy),A,85777.0,0.0
2023-02-21,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Rst. Stock Unit,D,3380.0,0.0
2023-02-21,IBM,"FEHRING, NICOLAS A.","VP, Controller",Common Stock,A,394.0,0.0
2023-02-21,IBM,"FEHRING, NICOLAS A.","VP, Controller",Common Stock,D,141.0,133.005
2023-02-21,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,A,5163.0,0.0
2023-02-21,IBM,"FEHRING, NICOLAS A.","VP, Controller",Rst. Stock Unit,A,2162.0,0.0
2023-02-21,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,D,959.0,133.005
2023-02-21,IBM,"BROWDY, MICHELLE H",Senior Vice President,Emp. Stock Option (right to buy),A,54448.0,0.0
2023-02-21,IBM,"BROWDY, MICHELLE H",Senior Vice President,Rst. Stock Unit,D,1877.0,0.0
2023-02-21,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,D,1232.0,133.005
2023-02-21,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,A,2441.0,0.0
2023-02-21,IBM,"COHN, GARY D",Vice Chairman,Emp. Stock Option (right to buy),A,62659.0,0.0
2023-02-21,IBM,"COHN, GARY D",Vice Chairman,Rst. Stock Unit,D,2722.0,0.0
2023-02-21,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,A,1877.0,0.0
2023-02-21,IBM,"BROWDY, MICHELLE H",Senior Vice President,Rst. Stock Unit,A,9077.0,0.0
2023-02-09,IBM,"BROWDY, MICHELLE H",Senior Vice President,Phantom Stock Unit,A,55.0,0.0
2023-02-09,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Phantom Stock Unit,A,219.0,0.0
2023-02-09,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,116.0,0.0
2023-02-09,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Phantom Stock Unit,A,315.0,0.0
2023-02-01,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,D,6570.0,134.302
2023-02-01,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Common Stock,A,4623.0,0.0
2023-02-01,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Common Stock,A,1364.0,0.0
2023-02-01,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,D,9381.0,134.295
2023-02-01,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,A,21262.0,0.0
2023-02-01,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Common Stock,D,530.0,134.295
2023-02-01,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Common Stock,D,1667.0,134.295
2023-02-01,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,A,48724.0,0.0
2023-02-01,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,A,88602.0,0.0
2023-02-01,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,D,23042.0,134.295
2023-02-01,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,D,43894.0,134.295
2023-02-01,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,D,31949.0,133.609
2023-02-01,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,A,27463.0,0.0
2023-02-01,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,D,12677.0,134.295
2023-02-01,IBM,"FEHRING, NICOLAS A.","VP, Controller",Common Stock,A,1364.0,0.0
2023-02-01,IBM,"FEHRING, NICOLAS A.","VP, Controller",Common Stock,D,533.0,134.295
2023-02-01,IBM,"COHN, GARY D",Vice Chairman,Common Stock,A,8146.0,0.0
2023-02-01,IBM,"COHN, GARY D",Vice Chairman,Common Stock,D,4205.0,134.295
2023-02-01,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,A,15592.0,0.0
2023-02-01,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,D,6881.0,134.295
2023-01-04,IBM,"COHN, GARY D",Vice Chairman,Common Stock,A,5113.0,0.0
2023-01-04,IBM,"COHN, GARY D",Vice Chairman,Rst. Stock Unit,D,5113.0,0.0
2023-01-04,IBM,"COHN, GARY D",Vice Chairman,Common Stock,D,2119.0,142.495
2022-12-31,IBM,"GORSKY, ALEX",Director,Promised Fee Share,A,648.0,140.89
2022-12-31,IBM,"MCNABB, FREDERICK WILLIAM III",Director,Promised Fee Share,A,577.0,140.89
2022-12-31,IBM,"POLLACK, MARTHA E",Director,Promised Fee Share,A,577.0,140.89
2022-12-31,IBM,"SWEDISH, JOSEPH",Director,Promised Fee Share,A,577.0,140.89
2022-12-31,IBM,"VOSER, PETER R.",Director,Promised Fee Share,A,630.0,140.89
2022-12-31,IBM,"WADDELL, FREDERICK H",Director,Promised Fee Share,A,613.0,140.89
2022-12-31,IBM,"HOWARD, MICHELLE J",Director,Promised Fee Share,A,520.0,140.89
2022-12-31,IBM,"ZOLLAR, ALFRED W",Director,Promised Fee Share,A,577.0,140.89
2022-12-31,IBM,"LIVERIS, ANDREW N",Director,Promised Fee Share,A,613.0,140.89
2022-12-31,IBM,"BUBERL, THOMAS",Director,Promised Fee Share,A,577.0,140.89
2022-12-31,IBM,"FARR, DAVID N",Director,Promised Fee Share,A,347.0,140.89
2022-12-28,IBM,"COHN, GARY D",Vice Chairman,Common Stock,A,27359.0,0.0
2022-12-28,IBM,"COHN, GARY D",Vice Chairman,Common Stock,D,15130.0,141.395
2022-12-28,IBM,"COHN, GARY D",Vice Chairman,Rst. Stock Unit,D,27359.0,0.0
2022-12-11,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Rst. Stock Unit,D,33328.0,0.0
2022-12-11,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,A,33328.0,0.0
2022-12-11,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,D,16498.0,147.65
2022-11-22,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,D,3000.0,148.3626
2022-11-09,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Phantom Stock Unit,A,211.0,0.0
2022-11-09,IBM,"DEL, BENE ROBERT F","VP, Controller",Phantom Stock Unit,A,44.0,0.0
2022-11-09,IBM,"BROWDY, MICHELLE H",Senior Vice President,Phantom Stock Unit,A,53.0,0.0
2022-11-09,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Phantom Stock Unit,A,303.0,0.0
2022-11-09,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,112.0,0.0
2022-09-30,IBM,"WADDELL, FREDERICK H",Director,Promised Fee Share,A,726.0,118.81
2022-09-30,IBM,"FARR, DAVID N",Director,Promised Fee Share,A,411.0,118.81
2022-09-30,IBM,"GORSKY, ALEX",Director,Promised Fee Share,A,769.0,118.81
2022-09-30,IBM,"MCNABB, FREDERICK WILLIAM III",Director,Promised Fee Share,A,684.0,118.81
2022-09-30,IBM,"HOWARD, MICHELLE J",Director,Promised Fee Share,A,616.0,118.81
2022-09-30,IBM,"POLLACK, MARTHA E",Director,Promised Fee Share,A,684.0,118.81
2022-09-30,IBM,"ZOLLAR, ALFRED W",Director,Promised Fee Share,A,684.0,118.81
2022-09-30,IBM,"BUBERL, THOMAS",Director,Promised Fee Share,A,684.0,118.81
2022-09-30,IBM,"LIVERIS, ANDREW N",Director,Promised Fee Share,A,726.0,118.81
2022-09-30,IBM,"VOSER, PETER R.",Director,Promised Fee Share,A,747.0,118.81
2022-09-30,IBM,"SWEDISH, JOSEPH",Director,Promised Fee Share,A,684.0,118.81
2022-09-15,IBM,"FARR, DAVID N",Director,Common Stock,A,1000.0,125.0
2022-09-01,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Rst. Stock Unit,D,1914.0,0.0
2022-09-01,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Common Stock,A,1914.0,0.0
2022-09-01,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Common Stock,D,978.0,128.765
